id,base_id,names,base_names,phones,base_phones,websites,base_websites,addresses,base_addresses,categories,base_categories,confidence,base_confidence,label,notes
08f1f88b7202396b039421a666dddf20,c4fddd2f538644219a59d6b5,"{""primary"":""Klecks Schule der Phantasie""}","{""primary"":""KlecksX"",""common"":{},""rules"":[]}","[""+498171217782""]",[null],"[""http://phantas.de/""]","[""http://phantas.de""]","[{""freeform"":""Untermarkt 65"",""locality"":""Wolfratshausen"",""postcode"":""82515"",""country"":""DE""}]","[{""freeform"":""Untermarkt 65"",""locality"":""Wolfratshausen"",""region"":""Bayern"",""country"":""DE"",""postcode"":""82515""}]","{""primary"":""school"",""alternate"":[""art_school"",""arts_and_entertainment""]}","{""primary"":""Community and Government > Education"",""alternate"":[]}",0.9837452982267598,1.0,,
08f26c869547195803b7bbd088f45018,2251799818599231,"{""primary"":""Chick-fil-A""}","{""primary"":""Chick-fil-A""}","[""+18175625561""]","[""8175625561""]","[""https://www.chick-fil-a.com/locations/tx/keller?utm_source=yext&utm_medium=link""]","[""http://www.chick-fil-a.com/keller""]","[{""freeform"":""1002 Keller Pkwy"",""locality"":""Keller"",""postcode"":""76248"",""region"":""TX"",""country"":""US""}]","[{""freeform"":""1002 Keller Pkwy"",""locality"":""Keller"",""region"":""TX"",""country"":""US"",""postcode"":""76248""}]","{""primary"":""fast_food_restaurant"",""alternate"":[""chicken_restaurant"",""restaurant""]}","{""primary"":""fast_food_restaurant"",""alternate"":[""restaurant""]}",0.9962614185921548,0.77,,
08f44137216d105403e8dcb957543e94,1688849860612564,"{""primary"":""Norman Love Confections""}","{""primary"":""Norman Love Confections""}","[""+12395617215""]","[""2395617215""]","[""http://www.normanloveconfections.com/""]","[""http://www.normanloveconfections.com/""]","[{""freeform"":""11380 Lindbergh Blvd"",""locality"":""Fort Myers"",""postcode"":""33913-8851"",""region"":""FL"",""country"":""US""}]","[{""freeform"":""11380 Lindbergh Blvd"",""locality"":""Fort Myers"",""region"":""FL"",""country"":""US"",""postcode"":""33913""}]","{""primary"":""chocolatier"",""alternate"":[""desserts"",""bakery""]}","{""primary"":""gift_shop"",""alternate"":[""ice_cream_and_frozen_yoghurt"",""candy_store"",""chocolatier"",""restaurant"",""retail""]}",0.997898979043525,0.77,,
08f441a113b6e72b037c592992e25855,4bc0a80df8219c74abe4b110,"{""primary"":""Starbucks""}","{""primary"":""Starbucks"",""common"":{},""rules"":[]}","[""+18133623222""]","[""(813) 974-4569""]","[""https://www.starbucks.com/store-locator/store/14382""]","[""http://www.starbucks.com/""]","[{""freeform"":""4202 E Fowler Ave"",""locality"":""Tampa"",""postcode"":""33620-0007"",""region"":""FL"",""country"":""US""}]","[{""freeform"":""USF Library"",""locality"":""Tampa"",""region"":""FL"",""country"":""US"",""postcode"":""33620""}]","{""primary"":""coffee_shop"",""alternate"":[""eat_and_drink"",""business""]}","{""primary"":""Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop"",""alternate"":[]}",0.9962614185921548,1.0,,
08f2ead48661014003e068e89714aa0a,4e0afc6d8877cb3b2ab9f18d,"{""primary"":""ホテルオホーツク・イン""}","{""primary"":""ホテル オホーツクイン"",""common"":{},""rules"":[]}","[""+81152434554""]","[""0152-43-4554""]","[""http://www.ohotsuku-inn.co.jp""]","[""http://www.ohotsuku-inn.co.jp""]","[{""freeform"":""南3条東3丁目6"",""postcode"":""093-0003"",""country"":""JP""}]","[{""freeform"":""南3条東3"",""locality"":""網走市"",""region"":""北海道"",""country"":""JP"",""postcode"":""093-0003""}]","{""primary"":""hotel"",""alternate"":[""accommodation"",""travel""]}","{""primary"":""Travel and Transportation > Lodging > Bed and Breakfast"",""alternate"":[]}",0.9837452982267598,1.0,,
08f3c1b8a5d25950033385029a075357,1688849865331881,"{""primary"":""IndianOil""}","{""primary"":""Indianoil""}","[""+919434961369""]","[""09434961369""]",,"[""https://locator.iocl.com/indianoil-kulik-highway-service-petrol-pump-baharail-raiganj-232657/Home?utm_source=locator&utm_medium=bing""]","[{""freeform"":""Lock No 22026/93040 & 12015/93429 NH 34, Raiganj, Kulik, Rt 158 Km,Baharail"",""postcode"":""733134"",""country"":""IN""}]","[{""freeform"":""Lock No 22026/93040 & 12015/93429, NH 34, Raiganj, Kulik, Rt 158 Km, Baharail"",""locality"":""Raiganj"",""region"":""West Bengal"",""country"":""IN"",""postcode"":""733134""}]","{""primary"":""tire_dealer_and_repair"",""alternate"":[""automotive"",""gas_station""]}","{""primary"":""gas_station"",""alternate"":[""automotive""]}",0.9803712632594022,0.77,,
08fa8100e86e6075038ad329fbd24a96,51f3cbb5e4b07911f8d3a1c8,"{""primary"":""Pink Embalagens""}","{""primary"":""Pink Embalagens"",""common"":{},""rules"":[]}","[""+551125379497""]","[""(11) 2537-9487""]",,[null],"[{""freeform"":""Rua Fradique Coutinho, 1123"",""locality"":""São Paulo"",""postcode"":""05416-011"",""region"":""SP"",""country"":""BR""}]","[{""freeform"":""Rua Fradique Coutinho 1123"",""locality"":""São Paulo"",""region"":""SP"",""country"":""BR""}]","{""primary"":""shopping"",""alternate"":[""arts_and_crafts"",""candy_store""]}","{""primary"":""Retail > Arts and Crafts Store"",""alternate"":[]}",0.6214335421016005,1.0,,
08f2ab24336c88330344df7c24d6849c,562949960140427,"{""primary"":""Pharmacare Drugs Pharmacy""}","{""primary"":""Pharmacare Drugs""}","[""+17343402604""]","[""7343402604""]","[""http://healthmart.com/""]","[""http://pharmacaredrugsmi.com/""]","[{""freeform"":""6048 Rawsonville Rd"",""locality"":""Ypsilanti Twp"",""postcode"":""48111"",""region"":""MI"",""country"":""US""}]","[{""freeform"":""6048 Rawsonville Rd"",""locality"":""Van Buren Twp"",""region"":""MI"",""country"":""US"",""postcode"":""48111""}]","{""primary"":""pharmacy"",""alternate"":[""medical_supply"",""family_practice""]}","{""primary"":""pharmacy"",""alternate"":[""drugstore"",""retail""]}",0.9962614185921548,0.77,,
08f1f03b0dc94056035f06ff7b194d4a,8529e582c7f641aedce40af2,"{""primary"":""Innovent GmbH Greifswald""}","{""primary"":""Innovent GmbH"",""common"":{},""rules"":[]}","[""+49383456650""]","[""04938 3456650""]","[""http://www.innovent-gmbh.de/""]","[""http://www.innovent-gmbh.de""]","[{""freeform"":""Baustraße 32"",""locality"":""Greifswald"",""postcode"":""17489"",""country"":""DE""}]","[{""freeform"":""Baustr. 32"",""locality"":""Greifswald"",""region"":""Mecklenburg-Vorpommern"",""country"":""DE"",""postcode"":""17489""}]","{""primary"":""information_technology_company"",""alternate"":[""home_security"",""it_service_and_computer_repair""]}","{""primary"":""Business and Professional Services > Security and Safety"",""alternate"":[]}",0.9467515923566879,1.0,,
08f48ebb4851970903f9e70e6c491185,1407374886832278,"{""primary"":""Indigo""}","{""primary"":""Indigo Apartments""}","[""+14807053230""]","[""8333467029""]","[""https://www.liveatindigo.com/""]","[""http://www.liveatindigo.com/""]","[{""freeform"":""16160 S 50th St"",""locality"":""Phoenix"",""postcode"":""85048-0447"",""region"":""AZ"",""country"":""US""}]","[{""freeform"":""16160 S 50th St"",""locality"":""Phoenix"",""region"":""AZ"",""country"":""US"",""postcode"":""85048""}]","{""primary"":""accommodation"",""alternate"":[""landmark_and_historical_building"",""real_estate""]}","{""primary"":""rental_services"",""alternate"":[""apartments"",""real_estate_service""]}",0.997898979043525,0.77,,
08f1f99cd90138550319409766ad93da,4df4f26b52b100c2d7ffa367,"{""primary"":""Area Cani""}","{""primary"":""Area Cani"",""common"":{},""rules"":[]}","[""+390254118298""]",[null],"[""http://www.areaimmagine.it""]",[null],"[{""freeform"":""Via Lattanzio, 37"",""locality"":""Milano"",""postcode"":""20137"",""region"":""25"",""country"":""IT""}]","[{""freeform"":""Piazzale Libia"",""locality"":""Milano"",""region"":""MI"",""country"":""IT"",""postcode"":""20135""}]","{""primary"":""dog_park"",""alternate"":[""business"",""active_life""]}","{""primary"":""Landmarks and Outdoors > Park > Dog Park"",""alternate"":[]}",0.9445655559015883,1.0,,
08f44a912c6344da0349baa53689eb86,604c4326edf9bd69aed9bcc6,"{""primary"":""Bitcoin Depot""}","{""primary"":""Bitcoin Depot ATM"",""common"":{},""rules"":[]}","[""+16784359604""]","[""(678) 435-9604""]","[""https://www.bitcoindepot.com/""]","[""https://www.bitcoindepot.com""]","[{""freeform"":""3915 W Vine St"",""locality"":""Kissimmee"",""postcode"":""34741-4652"",""region"":""FL"",""country"":""US""}]","[{""freeform"":""3915 W Vine St"",""locality"":""Kissimmee"",""region"":""FL"",""country"":""US"",""postcode"":""34741""}]","{""primary"":""atms"",""alternate"":[""currency_exchange""]}","{""primary"":""Business and Professional Services > Financial Service > Banking and Finance > ATM"",""alternate"":[]}",0.9877528662420382,1.0,,
08f298901d34a6ac033a02d493f36726,562949958929661,"{""primary"":""Five Star Premier Residences of Reno""}","{""primary"":""Five Star Premier Residences of Reno""}","[""+17758291050""]","[""7758291050""]","[""https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno/?local=facebook""]","[""https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno""]","[{""freeform"":""3201 Plumas St"",""locality"":""Reno"",""postcode"":""89509-4723"",""region"":""NV"",""country"":""US""}]","[{""freeform"":""3201 Plumas St"",""locality"":""Reno"",""region"":""NV"",""country"":""US"",""postcode"":""89509""}]","{""primary"":""retirement_home"",""alternate"":[""senior_citizen_services""]}","{""primary"":""assisted_living_facility"",""alternate"":[""health_and_medical""]}",0.9962614185921548,0.77,,
281474979747202,844424931551865,"{""primary"":""Interstate All Battery Center""}","{""primary"":""Interstate All Battery Center""}","[""7819320076""]","[""""]","[""https://www.interstatebatteries.com/locations/all-battery-center-woburn-ma?utm_source=bing&utm_medium=local&utm_campaign=localmaps&utm_content=9078""]","[""https://www.interstatebatteries.com/locations/all-battery-center-woburn-ma?utm_source=referral&utm_campaign=llm""]","[{""freeform"":""30 Nashua St"",""locality"":""Woburn"",""region"":""MA"",""country"":""US"",""postcode"":""01801""}]","[{""freeform"":""30 Nashua St"",""locality"":""Woburn"",""region"":""MA"",""country"":""US"",""postcode"":""01801""}]","{""primary"":""battery_store"",""alternate"":[""auto_parts_and_supply_store"",""retail""]}","{""primary"":""battery_store"",""alternate"":[""auto_parts_and_supply_store"",""retail""]}",0.77,0.77,,
1125899911494494,562949962688272,"{""primary"":""Chillicothe Storage""}","{""primary"":""Chillicothe Storage""}","[""7406603813""]","[""7402170454""]","[""http://prestigestoreit.com/locations/ohio/chillicothe/chillicothe-storage/""]","[""https://prestigestoreit.com/locations/ohio/chillicothe/chillicothe-storage/""]","[{""freeform"":""982 Eastern Ave"",""locality"":""Chillicothe"",""region"":""OH"",""country"":""US"",""postcode"":""45601""}]","[{""freeform"":""982 Eastern Ave"",""locality"":""Chillicothe"",""region"":""OH"",""country"":""US"",""postcode"":""45601""}]","{""primary"":""self_storage_facility""}","{""primary"":""self_storage_facility""}",0.77,0.77,,
08f26ca313c502a9031d8fb25ecda7a4,5213b5da11d268575223701b,"{""primary"":""Craig Bagley""}","{""primary"":""Craig Bagley - State Farm Insurance Agent"",""common"":{},""rules"":[]}","[""+18175940241""]","[""(817) 594-0241""]","[""http://www.mader-bagley.com/""]","[""http://www.craigbagley.com""]","[{""freeform"":""1916 Martin Dr"",""locality"":""Weatherford"",""postcode"":""76086-6705"",""region"":""TX"",""country"":""US""}]","[{""freeform"":""1916 Martin Dr Ste 300"",""locality"":""Weatherford"",""region"":""TX"",""country"":""US"",""postcode"":""76086""}]","{""primary"":""insurance_agency""}","{""primary"":""Business and Professional Services > Insurance Agency"",""alternate"":[]}",0.997898979043525,1.0,,
08f800882b2f106303ab5fa027239c0c,536aa024498efe55556c3831,"{""primary"":""Hospital São Domingos""}","{""primary"":""Hospital São Domingos- Exames"",""common"":{},""rules"":[]}","[""+559832168100""]",[null],"[""http://www.hospitalsaodomingos.com.br/""]",[null],"[{""freeform"":""Avenida Jerônimo de Albuquerque, 540"",""locality"":""São Luís"",""postcode"":""65060-645"",""region"":""MA"",""country"":""BR""}]","[{""freeform"":""Av Gerônimo de Albuquerque"",""locality"":""São Luís"",""region"":""Maranhão"",""country"":""BR"",""postcode"":""65052-050""}]","{""primary"":""medical_center"",""alternate"":[""hospital"",""emergency_room""]}","{""primary"":""Health and Medicine > Physician > Doctor's Office"",""alternate"":[]}",0.7927927927927928,1.0,,
08f446dca490656503921b2b396e5017,1407374888860062,"{""primary"":""Village Medical""}","{""primary"":""Village Medical at Walgreens""}","[""7134612915""]","[""3466463619""]","[""https://www.villagemedical.com/locations/texas/cypress-mill""]","[""https://www.villagemedical.com/locations/texas/cypress-mill""]","[{""freeform"":""14317 Cypress Rosehill Rd"",""locality"":""Cypress"",""postcode"":""77429"",""region"":""TX"",""country"":""US""}]","[{""freeform"":""14317 Cypress Rosehill Rd"",""locality"":""Cypress"",""region"":""TX"",""country"":""US"",""postcode"":""77429""}]","{""primary"":""medical_center"",""alternate"":[""health_and_medical""]}","{""primary"":""medical_center"",""alternate"":[""health_and_medical""]}",0.77,0.77,,
08f3969a162cb85603a3e5939ffafa20,fa29afc6f5344e3c7fc3ffb1,"{""primary"":""Gazon 2000""}","{""primary"":""Gazon 2000"",""common"":{},""rules"":[]}","[""+33493226849""]","[""04 93 22 68 49""]","[""http://www.gazon2000.com/""]","[""http://www.gazon-2000.com""]","[{""freeform"":""1470 Allée René Cassin"",""locality"":""Villeneuve-Loubet"",""postcode"":""06270"",""country"":""FR""}]","[{""freeform"":""1470 allée Rene Cassin"",""locality"":""Villeneuve Loubet"",""region"":""Alpes-Maritimes"",""country"":""FR"",""postcode"":""06270""}]","{""primary"":""landscaping"",""alternate"":[""retail"",""gardener""]}","{""primary"":""Retail > Garden Center"",""alternate"":[]}",0.28671328671328666,1.0,,
08f1f0204831024203a8625d51944196,1688849865469947,"{""primary"":""LED Nord""}","{""primary"":""LED Nord""}","[""+4938608090""]","[""038608090""]","[""http://led-nord.de/""]","[""http://www.led-nord.de/""]","[{""freeform"":""An d. Crivitzer Ch 1"",""postcode"":""19065"",""country"":""DE""}]","[{""freeform"":""An Der Crivitzer Chaussee 1"",""locality"":""Pinnow"",""region"":""Mecklenburg-Vorpommern"",""country"":""DE"",""postcode"":""19065""}]","{""primary"":""shopping"",""alternate"":[""home_improvement_store"",""wholesale_store""]}","{""primary"":""home_improvement_store"",""alternate"":[""retail""]}",0.9763829787234043,0.77,,
08f608b0b3750ae1036f8d8ec9a9e6d2,616321e002139a1bb8d710f7,"{""primary"":""HDFC Bank ATM""}","{""primary"":""HDFC Bank ATM"",""common"":{},""rules"":[]}","[""09426792001""]","[""1800 202 6161""]","[""https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-santacruz-police-station-atm-santacruz-west-mumbai-124831/Home?utm_source=locator&utm_medium=bing""]","[""https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-santacruz-police-station-atm-santacruz-west-mumbai-124831/Home""]","[{""freeform"":""Santacruz Police Station, SV Road, Santacruz West"",""locality"":""Mumbai"",""postcode"":""400054"",""region"":""Maharashtra"",""country"":""IN""}]","[{""freeform"":""Santacruz Police Station,SV Road"",""locality"":""Mumbai"",""region"":""Maharashtra"",""country"":""IN"",""postcode"":""400054""}]","{""primary"":""bank_credit_union"",""alternate"":[""atms""]}","{""primary"":""Business and Professional Services > Financial Service > Banking and Finance > ATM"",""alternate"":[]}",0.77,1.0,,
08f2a84624286ae503ebf72dcf1acf6a,08f2a846242b5a6c031c653ad50f7eb9,"{""primary"":""Western Union""}","{""primary"":""Western Union""}","[""4127107130""]","[""4126538846""]","[""https://www.westernunion.com/?utm_source=bingmaps&utm_medium=pml-yext""]","[""http://locations.westernunion.com/us/pa/pleasant-hills/b4f8a5c9c272117cbaca555c63f654a6?utm_source=bing&utm_medium=distrib&utm_campaign=bing-distrib""]","[{""freeform"":""716 Clairton Blvd"",""locality"":""Pittsburgh"",""postcode"":""15236"",""region"":""PA"",""country"":""US""}]","[{""freeform"":""720 Clairton Blvd, RTE 51 PLZ"",""locality"":""Pleasant Hills"",""postcode"":""15236"",""region"":""PA"",""country"":""US""}]",,,0.77,0.77,,
08f1f11583b448c103c5250bdbb18282,512b8c56e4b0ff6b64ce79fe,"{""primary"":""Landwirtschaftskammer (LWK) Niedersachsen, Standort Hannover""}","{""primary"":""Landwirtschaftskammer Niedersachsen"",""common"":{},""rules"":[]}","[""051136650""]","[""04951 136650""]","[""https://www.lwk-niedersachsen.de/""]","[""http://www.lwk-niedersachsen.de""]","[{""freeform"":""Wunstorfer Landstr. 9"",""locality"":""Hannover"",""postcode"":""30453"",""region"":"""",""country"":""DE""}]","[{""freeform"":""Johannssenstr. 10"",""locality"":""Hannover"",""region"":""Niedersachsen"",""country"":""DE"",""postcode"":""30159""}]","{""primary"":""florist"",""alternate"":[""agriculture_association"",""organization"",""retail""]}","{""primary"":""Business and Professional Services > Office"",""alternate"":[]}",0.77,1.0,,
08f3950d1d5a6bae03a09c30bbb17406,1407374890671707,"{""primary"":""BP""}","{""primary"":""BP""}","[""+34966400784""]","[""966400784""]","[""https://www.bp.com/es_es/spain/home.html""]","[""https://www.bp.com/es_es/spain/home/productos-y-servicios/para-su-vehiculo/estaciones-de-servicio-bp.html""]","[{""freeform"":""Avenida de Oliva"",""locality"":""Alicante"",""postcode"":""03780"",""country"":""ES""}]","[{""freeform"":""Avenida de Oliva S/n, Pego"",""locality"":""Alicante"",""region"":"""",""country"":""ES"",""postcode"":""03780""}]","{""primary"":""gas_station"",""alternate"":[""energy_company"",""auto_detailing""]}","{""primary"":""car_wash"",""alternate"":[""gas_station"",""automotive""]}",0.9872500778573653,0.77,,
1970324842205440,562949955117749,"{""primary"":""Sir Walter Chevrolet Company""}","{""primary"":""Sir Walter Chevrolet""}","[""9194579230""]","[""9195616211""]","[""https://www.sirwalter.com/""]","[""""]","[{""freeform"":""8501 Glenwood Ave"",""locality"":""Raleigh"",""region"":""NC"",""country"":""US"",""postcode"":""27612""}]","[{""freeform"":""8501 Glenwood Ave"",""locality"":""Raleigh"",""region"":""NC"",""country"":""US"",""postcode"":""27612""}]","{""primary"":""auto_parts_and_supply_store"",""alternate"":[""used_car_dealer"",""automotive"",""business_to_business"",""retail""]}","{""primary"":""auto_parts_and_supply_store"",""alternate"":[""used_car_dealer"",""automotive"",""business_to_business"",""retail""]}",0.77,0.77,,
08f2f5aa4d16ed000351b4df02919678,55e172ac498ed5127edab1a4,"{""primary"":""エコモベーカリーヨコハマモトマチ""}","{""primary"":""エコモベーカリー"",""common"":{},""rules"":[]}","[""+81453239480""]","[""045-323-9480""]","[""http://www.ecomo-bakery.com""]","[""http://www.ecomo-bakery.com""]","[{""freeform"":""神奈川県横浜市中区元町１丁目１３"",""locality"":""横浜市中区"",""postcode"":""231-0861"",""country"":""JP""}]","[{""freeform"":""横浜市中区元町1-13"",""locality"":""横浜市"",""region"":""神奈川県"",""country"":""JP"",""postcode"":""231-0861""}]","{""primary"":""bakery"",""alternate"":[""cafe""]}","{""primary"":""Dining and Drinking > Cafe, Coffee, and Tea House > Café"",""alternate"":[]}",0.9837452982267598,1.0,,
08f66e090c896d5d0364d4aefdf74788,28aace9ffdef44044b87b02a,"{""primary"":""Agromundisales""}","{""primary"":""Agromundisales Ltda"",""common"":{},""rules"":[]}","[""+573232176290""]","[""5713373303""]","[""http://universaldesales.com/""]",[null],"[{""freeform"":""Calle 9 Sur 8"",""locality"":""Bogotá, D.C."",""postcode"":""110411"",""country"":""CO""}]","[{""freeform"":""Calle 9 S 8-62"",""locality"":""Bogotá"",""region"":""Bogotá, D.C."",""country"":""CO""}]","{""primary"":""agriculture"",""alternate"":[""food"",""commercial_industrial""]}","{""primary"":""Retail"",""alternate"":[""Travel and Transportation > Fuel Station""]}",0.28671328671328666,1.0,,
